Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Naval,Unknown Time,Comments
08708,28/08/2016,Amran,Amran,The City ,310th Armoured Brigade,Military_Security_Target,Military Site,unkn,unkn,,Morning,
08709,28/08/2016,Hajja,Midi,-,Naseem Farms,Economic_infrastructure,Farms,unkn,unkn,,Midday,
08710,28/08/2016,Hajja,Mustaba,Al-Dawar,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,,Midday,
08711,28/08/2016,Hajja,Harad,The City,-,Unknown,Unknown,unkn,4,,Midday,
08712,28/08/2016,Hudaydah,Al-Salif,Ras Isa,Boats,Infrastructure,Transport,unkn,12,,Evening,
08713,28/08/2016,Hudaydah,Kamaran,Kamaran island,Storage unit,Economic_infrastructure,Private business,unkn,2,,Evening,
08714,28/08/2016,Hudaydah,Al-Salif,Ras Isa,Sugar factory employees housing,Civilian,Residential Area,unkn,2,,Night,
08715,28/08/2016,Saada,Baqim,Al-Alhamaqi,Water pumps,Economic_infrastructure,Water & Electricity,unkn,2,,Midday,
08716,28/08/2016,Saada,Baqim,Baqim City,-,Unknown,Unknown,unkn,2,,Midday,Same Report
08717,28/08/2016,Saada,Baqim,Al-Sarwah,-,Unknown,Unknown,unkn,2,,Midday,
08718,28/08/2016,Saada,Kitaf Wa Al-Boqe'e,Al-Faholeen,Residential Area,Civilian,Residential Area,unkn,1,,Midday,
08719,28/08/2016,Saada,Kitaf Wa Al-Boqe'e,Al-Aqieeq junction,Residential Area,Civilian,Residential Area,unkn,3,,Midday,
08720,28/08/2016,Saada,Baqim,"Mandabah, Al-Shaybani hills",Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,63+,,Midday,
08721,29/08/2016,Capital,Bani Al-Harith,Dhahban,Market,Civilian,Market Place,unkn,unkn,,Morning,
08722,29/08/2016,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,unkn,2,,Midday,
08723,29/08/2016,Capital,Bani Al-Harith,Bait Zahir,Abdulmajeed Al-Zindani Farms,Economic_infrastructure,Farms,unkn,3,,Midday,
08724,29/08/2016,Sanaa,Bilad Al-Rus,Naqil Al-Abs,Sana'a - Dhamar Road,Infrastructure,Transport,unkn,2,,Midday,
08725,29/08/2016,Sanaa,Nihm,Marhabah,Residential Area,Civilian,Residential Area,unkn,4,,Midday,Same Report
08726,29/08/2016,Sanaa,Nihm,-,Al-Mithaq school,Educational_Facility,School,unkn,4,,Midday,
08727,29/08/2016,Dhamar,Al-Hada,Bani Dhabyan,Civilian's Vehicle,Civilian,Residential Area,unkn,1,,Midday,
08728,29/08/2016,Dhamar,Al-Hada,Al-Maqatie,Al-Ahsa road,Infrastructure,Transport,unkn,1,,Midday,
08729,29/08/2016,Jawf,Al-Maton,Ham,Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,5,,Midday,
08730,29/08/2016,Jawf,Al-Maton,"Al-Falqah, Sofr Al-Hanaia",Residential Area,Civilian,Residential Area,unkn,3,,Midday,
08731,29/08/2016,Jawf,Al-Maton,"Al-Falqah,Ham,Al-Hadhinah",Residential Area,Civilian,Residential Area,unkn,17,,Evening,
08732,29/08/2016,Mahwit,Al-Mahwit,Al-Qita'a,Lahimah bridge,Infrastructure,Transport,unkn,unkn,,Afternoon,
08733,29/08/2016,Mahwit,Al-Mahwit,Al-Qita'a,Fuel station,Economic_infrastructure,Oil & Gas,unkn,unkn,,Afternoon,
08734,29/08/2016,Mahwit,Al-Mahwit,Al-Qita'a,Chicken farm,Economic_infrastructure,Farms,unkn,unkn,,Afternoon,
08735,29/08/2016,Saada,Baqim,-,Main Road,Infrastructure,Transport,unkn,8,,Morning,Same Report
08736,29/08/2016,Saada,Baqim,"Al-Harf, Nid Dour",-,Unknown,Unknown,unkn,8,,Morning,
08737,29/08/2016,Saada,Kitaf Wa Al-Boqe'e,-,Market,Civilian,Market Place,unkn,2,,Morning,Same Report
08738,29/08/2016,Saada,Kitaf Wa Al-Boqe'e,-,Farms,Economic_infrastructure,Farms,unkn,2,,Morning,
08739,29/08/2016,Saada,Sihar,-,Fuel station,Economic_infrastructure,Oil & Gas,unkn,1,,Morning,
08740,29/08/2016,Saada,,Sa'ada - Amran road,Convoy,Political_Tribal,Figure,unkn,1,,unkn,
08741,29/08/2016,Saada,Kitaf Wa Al-Boqe'e,Al-Rasifat,-,Unknown,Unknown,unkn,5,,unkn,
08742,29/08/2016,Saada,Kitaf Wa Al-Boqe'e,Al-Fara'a,-,Unknown,Unknown,unkn,1,,unkn,
08743,29/08/2016,Saada,Razih,Mashraqah,-,Unknown,Unknown,unkn,1,,unkn,
08744,29/08/2016,Saada,Baqim,"Al-Sadad, Al-Jabal valley, Al-Sawdah",-,Unknown,Unknown,unkn,7,,unkn,
08745,29/08/2016,Saada,Sihar,Al-Talh,Residential Area,Civilian,Residential Area,unkn,1,,unkn,
08746,29/08/2016,Saada,Baqim,-,Alab customs,Infrastructure,Gov. Compounds,unkn,2,,Evening,
08747,30/08/2016,Capital,Bani Al-Harith,Al-Rawdhah,War Collage,Military_Security_Target,Military Site,unkn,unkn,,Afternoon,
08748,30/08/2016,Capital,Bani Al-Harith,Al-Rahabah,Sana'a Airport,Infrastructure,Transport,unkn,unkn,,Afternoon,
08749,30/08/2016,Capital,Al-Thawrah,Airport road,Military Academy,Military_Security_Target,Military Site,unkn,unkn,,Evening,
08750,30/08/2016,Capital,Bani Al-Harith,near the war collage,House,Political_Tribal,Figure,unkn,1,,Evening,
08751,30/08/2016,Capital,Bani Al-Harith,Al-Rawdhah,War Collage,Military_Security_Target,Military Site,unkn,8,,Evening,Same Report
08752,30/08/2016,Capital,Bani Al-Harith,Al-Rawdhah,War Collage,Military_Security_Target,Military Site,unkn,8,,Night,
08753,30/08/2016,Capital,Bani Al-Harith,Al-Rawdhah,Residential Area,Civilian,Residential Area,unkn,1,,Night,
08754,30/08/2016,Sanaa,Bilad Al-Rus,Naqil Yasluh,Dhamar - Sana'a road,Infrastructure,Transport,unkn,1,,Early-Morning,
08755,30/08/2016,Sanaa,Nihm,Sha'aban mountain,Telecommunications network,Infrastructure,Communication,unkn,4,,Midday,
08756,30/08/2016,Sanaa,Nihm,"Al-Madfon, Al-Majawihah",-,Unknown,Unknown,unkn,5,,unkn,
08757,30/08/2016,Hajja,Harad,-,Weapon Storage,Military_Security_Target,Weapon Storage,unkn,5,,Early-Morning,
08758,30/08/2016,Hajja,Kushar,Aahim ,Technical Institute,Educational_Facility,Institute,unkn,5,,Night,
08759,30/08/2016,Jawf,Al-Maton,-,Anti-Houthi groups,Military_Security_Target,Forces,unkn,2,,Early-Morning,
08760,30/08/2016,Lahj,Al-Qabbaytah,Al-Shurayjah,Missiles launcher ,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Midday,
08761,30/08/2016,Saada,Razih,Sha'arah,Residential Area,Civilian,Residential Area,unkn,1,,Midday,
08762,30/08/2016,Saada,Sa'ada,The City,Republican Palace,Military_Security_Target,Military Site,unkn,7,,unkn,
08763,30/08/2016,Saada,Sa'ada,The City,Kahlan Military Camp,Military_Security_Target,Military Site,unkn,2,,unkn,
08764,30/08/2016,Saada,Sa'ada,Al-Oqab,Fuel station,Economic_infrastructure,Oil & Gas,unkn,1,,unkn,
08765,30/08/2016,Saada,Sa'ada,Al-Sahn,Residential Area,Civilian,Residential Area,unkn,1,,Night,
08766,30/08/2016,Saada,Kitaf Wa Al-Boqe'e,Al-Aqeeq,-,Unknown,Unknown,unkn,1,,unkn,
08767,30/08/2016,Saada,Al-Safra'a,Kudam,-,Unknown,Unknown,unkn,1,,unkn,
08768,30/08/2016,Saada,Baqim,"Mandabah,Al-Bahah",-,Unknown,Unknown,unkn,33,,unkn,
08769,30/08/2016,Taiz,Shara'ab Al-Rawnah,Shara'ab junction,Travellers parking,Civilian,Residential Area,unkn,2,,unkn,
08770,31/08/2016,Capital,Bani Al-Harith,Al-Rawdhah,War Collage,Military_Security_Target,Military Site,unkn,13,,Morning,Same Report
08771,31/08/2016,Capital,Al-Thawrah,Airport road,Military Academy,Military_Security_Target,Military Site,unkn,13,,Morning,
08772,31/08/2016,Sanaa,Bani Matar,Faj Attan,Road,Infrastructure,Transport,unkn,1,,Early-Morning,
08773,31/08/2016,Sanaa,Nihm,"Al-Madfon, Al-Qanab, Al-Manarah",-,Unknown,Unknown,unkn,12,,Afternoon,
08774,31/08/2016,Amran,Amran,The City,SSF Camp,Military_Security_Target,Military Site,unkn,4,,Early-Morning,Same Report
08775,31/08/2016,Amran,Amran,The City,310th Armoured Brigade,Military_Security_Target,Military Site,unkn,4,,Early-Morning,
08776,31/08/2016,Amran,Amran,-,Court,Infrastructure,Gov. Compounds,unkn,5,,unkn,
08777,31/08/2016,Bayda,No'man,Aqabah Al-Qandha'a,Road,Infrastructure,Transport,unkn,2,,Afternoon,
08778,31/08/2016,Hajja,Hajja,Al-Ma'bour,Gas Station,Economic_infrastructure,Oil & Gas,unkn,2,,Early-Morning,
08779,31/08/2016,Hajja,Mustaba,Al-Dawar,Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Early-Morning,
08780,31/08/2016,Hajja,Abs,-,Agriculture Institute,Educational_Facility,Institute,unkn,14,,Midday,
08781,31/08/2016,Saada,Kitaf Wa Al-Boqe'e,-,Chicken farm,Economic_infrastructure,Farms,unkn,3,,Afternoon,Same Report
08782,31/08/2016,Saada,Kitaf Wa Al-Boqe'e,-,Agricultural Association,Economic_infrastructure,Food (storage/transportation),unkn,3,,unkn,
08783,31/08/2016,Shabwa,Bayhan,Aqabah Al-Qandha'a,Pro-Houthi forces,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Morning,
08784,31/08/2016,Shabwa,Asilan,-,Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,unkn,,Morning,
08785,01/09/2016,Capital,Al-Wahdah,60 road,Military Supplies Camp,Military_Security_Target,Military Site,unkn,3,,Early-Morning,
08786,01/09/2016,Capital,Al-Tahrir,-,Police Academy,Military_Security_Target,Military Site,unkn,10,,Midday,
08787,01/09/2016,Capital,Al-Tahrir,Al-Tahrir square,Residential Area,Civilian,Residential Area,unkn,1,,Midday,
08788,01/09/2016,Sanaa,Al-Haymah Al-Kharijiyah,-,Abo Askar fuel station,Economic_infrastructure,Oil & Gas,unkn,1,,Early-Morning,
08789,01/09/2016,Sanaa,Al-Haymah Al-Kharijiyah,Al-Manar mountain,-,Unknown,Unknown,unkn,1,,Early-Morning,
08790,01/09/2016,Sanaa,Bani Matar,Faj Attan,Faj Attan road,Infrastructure,Transport,unkn,1,,Early-Morning,
08791,01/09/2016,Amran,Harf Sufyan,Al-Ablah,-,Unknown,Unknown,unkn,2,,Midday,
08792,01/09/2016,Amran,Huth,Dho Inash,Civilian's house,Civilian,Residential Area,unkn,1,,Afternoon,
08793,01/09/2016,Hajja,Harad,The City,-,Unknown,Unknown,unkn,4,,Afternoon,
08794,01/09/2016,Hudaydah,Al-Salif,Ras Isa,Checkpoint,Military_Security_Target,Checkpoints,unkn,3,,unkn,
08795,01/09/2016,Hudaydah,Al-Mina,-,Naval Base,Military_Security_Target,Military Site,unkn,3,,Evening,
08796,01/09/2016,Hudaydah,Al-Mina,Al-Qurneesh,Al-Ahli Club,Infrastructure,Sport Facility,unkn,1,,Evening,
08797,01/09/2016,Hudaydah,Bajil,Al-Jabbanah,Air Defence Military Camp,Military_Security_Target,Military Site,unkn,2,,Evening,
08798,01/09/2016,Hudaydah,Bajil,-,Chicken Farm,Economic_infrastructure,Farms,unkn,unkn,,Evening,
08799,01/09/2016,Hudaydah,Al-Durayhimi,Al-Jabbanah,Al-Hudaydah Airport,Infrastructure,Transport,unkn,1,,Evening,
08800,01/09/2016,Hudaydah,Al-Salif,Ras Isa,-,Unknown,Unknown,unkn,1,,Evening,
08801,01/09/2016,Jawf,Al-Ghayl,-,Residential Area,Civilian,Residential Area,unkn,4,,Midday,
08802,01/09/2016,Mahwit,Al-Mahwit,"Mahlla, Al-Masnouf",Water tank,Economic_infrastructure,Water & Electricity,unkn,3,,Early-Morning,
08803,01/09/2016,Saada,Majz,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,unkn,
08804,01/09/2016,Saada,Baqim,Al-Alzammah,Residential Area,Civilian,Residential Area,unkn,3,,Midday,
08805,01/09/2016,Saada,Baqim,"Baqim junction, Al-Sidr junction, Qama'il",Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Midday,
08806,01/09/2016,Saada,Kitaf Wa Al-Boqe'e,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,unkn,
08807,01/09/2016,Saada,Sihar,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,unkn,
08808,01/09/2016,Saada,Al-Dhaher,Al-Malaheet,Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,3,,Afternoon,
08809,01/09/2016,Saada,Baqim,Mahjar Ma'eedh,-,Unknown,Unknown,unkn,1,,Evening,
08810,01/09/2016,Saada,Baqim,Mihdaidah,-,Unknown,Unknown,unkn,1,,Evening,
08811,02/09/2016,Capital,Al-Wahdah,60 road,Military Supplies Camp,Military_Security_Target,Military Site,unkn,2,,Early-Morning,
08812,02/09/2016,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
08813,02/09/2016,Sanaa,Arhab,Bait Marran,Civilian's house,Civilian,Residential Area,unkn,1,,Early-Morning,
08814,02/09/2016,Sanaa,Al-Haymah Al-Kharijiyah,Sana'a - Al-Hudaydah road,Truck,Civilian,Residential Area,unkn,2,,Night,
08815,02/09/2016,Amran,Harf Sufyan,Al-Aswad mountain,29th Mechanized Infantry Brigade (Ginats Brigade),Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
08816,02/09/2016,Hajja,Harad,Ozlah Al-Shia'ab,-,Unknown,Unknown,unkn,1,,Evening,
08817,02/09/2016,Hudaydah,Al-Mina,Al-Tahrir street,Cultural Centre,Infrastructure,Gov. Compounds,unkn,2,,Early-Morning,
08818,02/09/2016,Jawf,Al-Maslub,"Al-Zarqah, Al-Qirdah",,Unknown,Unknown,unkn,2,,Afternoon,
08819,02/09/2016,Saada,Sihar,Al-Alsaifi,-,Unknown,Unknown,unkn,2,,Midday,
08820,02/09/2016,Saada,Al-Dhaher,Al-Malaheet,Twailaq mountain,Unknown,Unknown,unkn,1,,Midday,
08821,02/09/2016,Saada,Shada'a,-,-,Unknown,Unknown,unkn,9,,unkn,
08822,02/09/2016,Saada,Baqim,"Al-Sidr, Qama'il, Abad, Al-Sdad",-,Unknown,Unknown,unkn,6,,Evening,
08823,03/09/2016,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,unkn,3,,Midday,
08824,03/09/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,2,,Midday,
08825,03/09/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,8,,Night,Same Report
08826,03/09/2016,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,unkn,8,,Night,
08827,03/09/2016,Capital,Al-Sab'ein,Al-Nahdain,Residential Area,Civilian,Residential Area,unkn,2,,Night,
08828,03/09/2016,Sanaa,Bilad Al-Rus,Naqeel Yasluh,Telecommunications towers,Infrastructure,Communication,unkn,unkn,,Morning,
08829,03/09/2016,Sanaa,Al-Haymah Al-Kharijiyah,-,Al-Sabt school,Educational_Facility,school,unkn,7,,Evening,
08830,03/09/2016,Amran,Amran,-,310th Armoured Brigade,Military_Security_Target,Military Site,unkn,3,,Night,
08831,03/09/2016,Hajja,Harad,Abo Al-Nar mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,unkn,
08832,03/09/2016,Hudaydah,Al-Mina,Al-Katheeb,Naval Base,Military_Security_Target,Military Site,unkn,2,,Night,
08833,03/09/2016,Ibb,Al-Makhader,Naqeel Samarah ,Pro-Houthi force ,Military_Security_Target,Forces,unkn,2,,Afternoon,
08834,03/09/2016,Mahwit,Al-Mahwit,-,SSF Camp,Military_Security_Target,Military Site,unkn,10,,Night,
08835,03/09/2016,Mahwit,Al-Mahwit,-,Governmental compound,Infrastructure,Gov. Compounds,unkn,unkn,,Night,
08836,03/09/2016,Marib,Sirwah,Wadi Al-Ghado,Residential Area,Civilian,Residential Area,unkn,3,,Midday,
08837,03/09/2016,Marib,Sirwah,Atyas,-,Unknown,Unknown,unkn,1,,Afternoon,
08838,03/09/2016,Saada,Sihar,"Al-Abqour, Al-Ahma",-,Unknown,Unknown,unkn,6,,Early-Morning,
08839,03/09/2016,Saada,Sihar,Bani Muadh,Fuel station,Economic_infrastructure,Oil & Gas,unkn,1,,Morning,
08840,03/09/2016,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,unkn,7,,Morning,
08841,03/09/2016,Saada,Baqim,"Abad, Al-Sadr",Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Morning,
08842,03/09/2016,Saada,Baqim,Wadi Al-Dahl,House,Civilian,Residential Area,unkn,1,,Morning,
08843,03/09/2016,Saada,Baqim,Main road,Two vehicles,Civilian,Vehicle/Buss,unkn,2,,Afternoon,
08844,03/09/2016,Saada,Sihar,"Al-Talh, Bani Mouadh, Al-Abqour",-,Unknown,Unknown,unkn,6+,,Midday,
08845,03/09/2016,Saada,Shada'a,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,16,,unkn,
08846,03/09/2016,Taiz,Al-Mukha,Al-Nar mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
08847,03/09/2016,Taiz,Al-Taiziyah,-,Taiz Airport,Infrastructure,Transport,unkn,10,,Night,Same Report
08848,03/09/2016,Taiz,Al-Taiziyah,Akam Al-Nawb,Pro-Houthi forces,Military_Security_Target,Forces,unkn,10,,Night,
08849,04/09/2016,Sanaa,Hamdan,Al-Jaif,Residential Area,Civilian,Residential Area,unkn,3,,Midday,
08850,04/09/2016,Amran,Amran,Al-Qashlah,Residential Area,Civilian,Residential Area,unkn,8,,Afternoon,
08851,04/09/2016,Amran,Harf Sufyan,Al-Aswad mountain,29th Mechanized Infantry Brigade (Ginats Brigade),Military_Security_Target,Military Site,unkn,2,,unkn,
08852,04/09/2016,Amran,Al-Sawd,Al-Talili mountain,Telecommunications tower,Infrastructure,Communication,unkn,4,,Afternoon,
08853,04/09/2016,Dhamar,Al-Hada,Al-Daylami,Residential Area,Civilian,Residential Area,unkn,2,,Evening,
08854,04/09/2016,Hajja,Harad,-,-,Unknown,Unknown,unkn,36,,Midday,Same Report
08855,04/09/2016,Hajja,Midi,-,-,Unknown,Unknown,unkn,36,,Midday,
08856,04/09/2016,Hajja,Abs,"Bani Hasan, Haqlah village",Residential Areas,Civilian,Residential Area,unkn,2,,Evening,
08857,04/09/2016,Hudaydah,Al-Mina,Al-Katheeb,Naval Base,Military_Security_Target,Military Site,unkn,unkn,,unkn,
08858,04/09/2016,Hudaydah,Al-Durayhimi,-,Military Airport,Military_Security_Target,Military Site,unkn,unkn,,unkn,
08859,04/09/2016,Hudaydah,Al-Hawk,Al-Tejari neighbourhood,Doctors Syndicate Office,Medical_facility,Other,unkn,2,,Evening,
08860,04/09/2016,Hudaydah,Al-Zuhrah,Khamis Al-Haig,Telecommunications towers,Infrastructure,Communication,unkn,3,,Afternoon,
08861,04/09/2016,Saada,Kitaf Wa Al-Boqe'e,Ibn Hwaidi,Water project,Economic_infrastructure,Water & Electricity,unkn,1,,Afternoon,
08862,04/09/2016,Saada,Baqim,Al-Zamah,-,Unknown,Unknown,unkn,2,,Afternoon,
08863,04/09/2016,Saada,Baqim,-,House,Civilian,Residential Area,unkn,1,,Afternoon,
08864,04/09/2016,Saada,Baqim,"Mandabah,Qama'el",-,Unknown,Unknown,unkn,unkn,,unkn,
08865,04/09/2016,Saada,Sa'ada,Al-Sahn,Aluminum Factory,Economic_infrastructure,Private business,unkn,1,,Night,
08866,05/09/2016,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,unkn,6,,Early-Morning,Same Report
08867,05/09/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,6,,Early-Morning,
08868,05/09/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,2,,Evening,
08869,05/09/2016,Capital,Al-Sab'ein,Al-Nahdain (behind the celebtations stage),Residential Area,Civilian,Residential Area,unkn,2,,Evening,
08870,05/09/2016,Sanaa,Sanhan,Dhabwah,Dhabwah Military Camp,Military_Security_Target,Military Site,unkn,3,,Early-Morning,
08871,05/09/2016,Sanaa,Nihm,"Al-Majawihah, Al-Madfon, Al-Horshofah",Residential Areas,Civilian,Residential Area,unkn,5,,Midday,
08872,05/09/2016,Sanaa,Nihm,"Dhabo'ah, Al-Madarij",Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,3,,Afternoon,
08873,05/09/2016,Hajja,Harad,Abo Al-Nar mountain,Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,40,,Early-Morning,Same Report
08874,05/09/2016,Hajja,Midi,-,Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,40,,Early-Morning,
08875,05/09/2016,Jawf,Al-Maton,-,House,Political_Tribal,Figure,unkn,2,,Midday,
08876,05/09/2016,Lahj,Al-Qabbaytah,Al-Hwaymi,-,Unknown,Unknown,unkn,2,,Midday,
08877,05/09/2016,Mahwit,Al-Mahwit,Lahimah,Bridge,Infrastructure,Transport,unkn,3,,Night,
08878,05/09/2016,Mahwit,Hafash,Al-Sals village,Residential Area,Civilian,Residential Area,unkn,unkn,,Night,
08879,05/09/2016,Marib,Sirwah,"Nashr, Al-Milh valley, Al-Rabi'ah valley, the airport",Residential Areas,Civilian,Residential Area,unkn,10,,Morning,
08880,05/09/2016,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,unkn,2,,Morning,
08881,05/09/2016,Saada,Razih,Haram mountain,-,Unknown,Unknown,unkn,1,,Midday,
08882,05/09/2016,Saada,Kitaf Wa Al-Boqe'e,"Al-Boqe'e, Al-Fara'a, Al-Rasifat",Residential Areas,Civilian,Residential Area,unkn,10,,unkn,
08883,05/09/2016,Saada,Saqain,Al-Sha'af,-,Unknown,Unknown,unkn,2,,unkn,
08884,05/09/2016,Saada,Sihar,Al-Dhameedm Al-Masa'ibah,Residential Areas,Civilian,Residential Area,unkn,2,,unkn,
08885,05/09/2016,Taiz,Al-Taiziyah,Al-Janad,Taiz Airport,Infrastructure,Transport,unkn,unkn,,unkn,
08886,06/09/2016,Sanaa,Bilad Al-Rus,Naqeel Yasluh,Telecommunications tower,Infrastructure,Communication,unkn,6,,Midday,
08887,06/09/2016,Amran,Amran,Najr market,Civilian's house,Civilian,Residential Area,unkn,unkn,,Night,
08888,06/09/2016,Hajja,Harad,-,-,Unknown,Unknown,unkn,2,,unkn,
08889,06/09/2016,Hajja,Midi,-,-,Unknown,Unknown,unkn,7,,unkn,
08890,06/09/2016,Hudaydah,Al-Khawkhah,Al-Haymah,Residential Area,Civilian,Residential Area,unkn,1,,unkn,
08891,06/09/2016,Jawf,Al-Ghayl,Bahith,Residential Area,Civilian,Residential Area,unkn,2,,Midday,
08892,06/09/2016,Jawf,Al-Ghayl,Al-Mahjar,-,Unknown,Unknown,unkn,2,,Midday,
08893,06/09/2016,Saada,Baqim,"Al-Sabhan, Al-Shaybani hills, Majda'a, Mandabah",Residential Areas,Civilian,Residential Area,unkn,22,,unkn,
08894,06/09/2016,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,-,Unknown,Unknown,unkn,5,,unkn,
08895,06/09/2016,Saada,Baqim,Al-Sawdah,Civilian's house,Civilian,Residential Area,unkn,1,,unkn,
08896,06/09/2016,Saada,Al-Dhaher,-,Governmental compound,Infrastructure,Gov. Compounds,unkn,1,,unkn,
08897,06/09/2016,Saada,Al-Dhaher,-,Stones Crusher,Economic_infrastructure,Private business,unkn,1,,unkn,
08898,06/09/2016,Saada,Shada'a,Al-Hassamah,-,Unknown,Unknown,unkn,2,,unkn,
08899,06/09/2016,Taiz,Al-Mukha,-,Truck carrying missile launcher,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Night,
08900,06/09/2016,Taiz,Khadir,Warzan,Missiles launcher,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,unkn,
08901,07/09/2016,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,4,,Night,
08902,07/09/2016,Amran,Amran,The City,310th Armoured Brigade,Military_Security_Target,Military Site,unkn,4,,unkn,
08903,07/09/2016,Amran,Amran,Najr market,Civilian's house,Civilian,Residential Area,unkn,unkn,,Night,
08904,07/09/2016,Hajja,Harad,-,-,Unknown,Unknown,unkn,2,,unkn,
08905,07/09/2016,Mahwit,Bani Sa'ad,Lahimah,Bridge,Infrastructure,Transport,unkn,2,,Night,
08906,07/09/2016,Marib,Sirwah,Habab,Civilian's house,Civilian,Residential Area,unkn,1,,unkn,
08907,07/09/2016,Marib,Sirwah,Al-Hamra'a hill,-,Unknown,Unknown,unkn,3,,unkn,
08908,07/09/2016,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,unkn,5,,unkn,
08909,07/09/2016,Saada,Baqim,"Al-Jabal valley, Mandabah",-,Unknown,Unknown,unkn,6,,unkn,
08910,07/09/2016,Saada,Al-Dhaher,Wadi Khalb,-,Unknown,Unknown,unkn,2,,unkn,
08911,07/09/2016,Saada,Sihar,Al-Azqoul,-,Unknown,Unknown,unkn,1,,unkn,
08912,07/09/2016,Saada,Sihar,Al-Salah,School,Educational_Facility,school,unkn,1,,Morning,
08913,07/09/2016,Saada,Baqim,Wadi Al-Jabal,-,Unknown,Unknown,unkn,2,,Morning,
08914,07/09/2016,Saada,Kitaf Wa Al-Boqe'e,"Al-Boqe'e, Al-Malil",-,Unknown,Unknown,unkn,12,,Midday,
08915,07/09/2016,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,unkn,5,,Midday,
08916,07/09/2016,Saada,Baqim,"Al-Mojdie, Mihdaidah, Mandabah",-,Unknown,Unknown,unkn,9,,Midday,
08917,07/09/2016,Saada,Al-Dhaher,"Wadi Khalb, Layh",-,Unknown,Unknown,unkn,3,,Midday,
08918,07/09/2016,Taiz,Al-Taiziyah,60 street,-,Unknown,Unknown,unkn,1,,Midday,
08919,08/09/2016,Sanaa,Bilad Al-Rus,Naqil Yasluh,Residential Area,Civilian,Residential Area,unkn,2,,Morning,
08920,08/09/2016,Sanaa,Nihm,Al-Majawihah,-,Unknown,Unknown,unkn,2,,Midday,
08921,08/09/2016,Sanaa,Nihm,Bani Shakwan,Sana'a - Marib road,Infrastructure,Transport,unkn,3,,Evening,
08922,08/09/2016,Jawf,Al-Ghayl,"Al-Ghayl village, Al-Ordhi",Residential Areas,Civilian,Residential Area,unkn,5,,Morning,
08923,08/09/2016,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,unkn,3,,unkn,
08924,08/09/2016,Saada,Haydan,Marran,-,Unknown,Unknown,unkn,unkn,,unkn,
08925,08/09/2016,Saada,Saqain,Al-Hibal valley,-,Unknown,Unknown,unkn,3,,unkn,
08926,08/09/2016,Saada,Monabbih,-,-,Unknown,Unknown,unkn,unkn,,unkn,
